word,label
เปียก,neg
ทรมาน,neg
โกง,neg
ค้างชำระ,neg
ชอบกล,neg
ชัดช้า,neg
ความหดหู่,neg
หดหู่,neg
หดหู่ใจ,neg
ความสูญเสีย,neg
ความหงุดหงิด,neg
อย่างเคร่งเครียด,neg
ตึงเครียด,neg
ความเคร่งเครียด,neg
ผิดจารีตประเพณี,neg
ผิดจังหวะ,neg
ผิดคำพูด,neg
ผิดคำสัตย์,neg
มดเท็จ,neg
ม้วนหน้า,neg
จก,neg
เซ็ง,neg
ช่างมัน,neg
ทาส,neg
ภาวะมลพิษ,neg
ภาวะวิกฤติ,neg
ภาวะสงคราม,neg
ละเหี่ยใจ,neg
แคบ,neg
ดูถูกดูแคลน,neg
อิจฉาริษยา,neg
สงสาร,neg
โมโห,neg
โรคจิต,neg
อีห่า,neg
ไม่เกรงใจ,neg
แทงคอ,neg
เหนื่อย,neg
โหยหา,neg
ฝืน,neg
ร่วงโรย,neg
อำเภอใจ,neg
ขี้ข้า,neg
อันตราย,neg
ความผิดพลาด,neg
ถอยหลัง,neg
อดตาย,neg
อดนอน,neg
อดหลับอดนอน,neg
ความไม่แน่นอน,neg
คับอกคับใจ,neg
คับแค,neg
คับแคบ,neg
คับแค้น,neg
คับแค้นใจ,neg
คับใจ,neg
คาดโทษ,neg
ยอมแพ้,neg
บ้า,neg
เคียดแค้น,neg
ชั่วร้าย,neg
ไม่ทน,neg
หวงห้าม,neg
ล้มเหลว,neg
เศร้าโศก,neg
ไม่ยุติธรรม,neg
น่าเวทนา,neg
ขม,neg
ไม่มีอารมณ์,neg
ทุกข์ยาก,neg
ยากจน,neg
ไม่เพียงพอ,neg
อึดอัด,neg
ขี้ขลาด,neg
เงอะงะ,neg
ลังเล,neg
ดื้อดึง,neg
หายไป,neg
เยาะเย้ย,neg
เสแสร้ง,neg
ซับซ้อน,neg
ใจร้อน,neg
พังทลาย,neg
พังพินาศ,neg
พังยับเยิน,neg
อกคราก,neg
ขี้อาย,neg
ย่ำแย่,neg
แย่จัง,neg
แย่มาก,neg
ใจลอย,neg
ใจสลาย,neg
เสี่ยง,neg
ขอโทษ,neg
อกจะแตก,neg
เป็นไปไม่ได้,neg
ฟุ้งซ่าน,neg
ดรามา,neg
ดราม่า,neg
ไม่ดี,neg
หมดกำลัง,neg
หมดกำลังใจ,neg
หมดความรู้สึก,neg
หมดค่า,neg
หมดจิตหมดใจ,neg
หมดตัว,neg
ให้การเท็จ,neg
เสียกำลัง,neg
เสียกำลังใจ,neg
ความเดือดร้อน,neg
เอาแต่ใจตัวเอง,neg
ไม่,neg
ไม่เรื่อง,neg
ทำกลับไม่,neg
ช่างเลวจริงๆ,neg
ผลงานย่ำแย่จนใกล้ตกชั้น,neg
อึดอัดไม่รัก,neg
ปวดหัวแท้ล้า,neg
ไม่เงินโว้ย,neg
ขี้เกียจล้านตัว,neg
แย่ว่ะ,neg
ทำไม่วะ,neg
ไม่ชอบ,neg
ร้อนตัวหรอ,neg
ไม่น่ารัก,neg
อำลานี้ไม่เจออีกน่ะ,neg
เวลาเหนื่อยนี่บ่นใครบ้าง,neg
เสียความรู้สึก,neg
นกบ่อยขนาดนี้ควรไปตายเกิดใหม่เถอะ,neg
เจ็บเจ็บอีก,neg
อิจฉาจัง,neg
ไม่ต่างสัตว์เดรัจฉาน,neg
หยังอายคิดอาย,neg
ลั่นเบศพ,neg
ทุเรดสุด,neg
แบล็กลิสต์,neg
เพ้อเจ้อกคิดไปเอง มโนไปเอง,neg
ไม่ซาบซึ้ง,neg
ถูกทัณฑ์ทรนแห่งนรก,neg
ข่มขู่บีบบังคับ,neg
เดี่ยวเสียทีหลัง,neg
เธอมองข้าม,neg
นี้ไงถึงไม่อยากให้รู้เพราะว่าวุ่นวายเเค่นี้กพอเเล้ว,neg
หลอกให้รัก,neg
เเล้วทิ้งไป,neg
ขี้คร้าน,neg
อยู่ใกล้เอื้อม่ไปหาไม่,neg
สวยไงขนาดครีมยังขี้เกียจทา,neg
เมื่อยๆๆร่างกายอ่อนเพลีย,neg
ไม่น้ำหนัก,neg
ไม่เคย,neg
หัวร้อน,neg
ยากกว่ากหลายเท่า,neg
เพราะผิดหวังเยอะ,neg
เจ็บเยอะ,neg
นั่งเสีย,neg
เสียน้ำตา,neg
มันแย่ก,neg
เบื่อจริงๆ,neg
เสื่อม,neg
เรื่องนี้บางครั้งมันเกินขอบเขตของคำว่าพอเกินไป,neg
ว่างไม่อะไรทำ,neg
ไม่สร้างสรรค์,neg
สนุกบนความทุกข์ความไม่สบายของอื่น,neg
กลัวเจ็บ,neg
ราคาแพงเกินไปไม่คุ้ม,neg
ทรณการเมินใส่เเต่ไม่บอกเลิก,neg
เลิกเถอะ,neg
ชอบขี้งอนและน้อย,neg
มันรู้สึกเหนื่อยจนไม่รู้ว่าระบายออกยังไง,neg
หิวกขี้เกียจลุกไปกิน,neg
เครียดปวดหัว,neg
มันเจ็บๆหัวว่ะ,neg
ล้มโดนเหยียบซ้ำโดนนินทาสารพัดผิดไปหมด,neg
อันตรายสุด,neg
อันตรายกกว่าคิด,neg
ร้องไห้เสียการลาจาก,neg
เบื่อละคร,neg
ฆ่าตัวตายจากปัญหาความเครียด,neg
สังเวยชีวิต,neg
น่ากลัวคือสังเวยชีวิต,neg
อีเหี้ย,neg
เหี้ยกว่านั้นคือกูร้องไห้ตาม,neg
ความตาย,neg
ขู่ให้ลบทันที,neg
โบกมืออำลา,neg
เสียกสอบไม่ติด,neg
กูโง่ขนาดนั้นหรอ,neg
ความรู้สึกกูเหี้ยก,neg
ผิดเองไม่พร้อม,neg
ประกาศช้า,neg
ไม่อยากลุ้น,neg
หมดอารมณ์,neg
สอบไม่ติดเสียหลาย,neg
เหนื่อยก,neg
อย่าน้อยเพราะทำไม่,neg
โครตผี,neg
โดดเดี่ยวไม่ใคร,neg
เหนื่อยจนไม่อยากทำอะไรละ,neg
ไม่ใครให้กำลัง,neg
หยิ่งเกินไป,neg
ฝันสลาย,neg
เหมือนฟ้าผ่าฟาดกลาง,neg
แพ้,neg
คือสุดยอดแห่งความห่วยแตก,neg
ความกังวล,neg
เจ็บ สุดๆด้วย,neg
หลอกแฟนๆ ด้วยมุขเดิมๆ,neg
หายหน้าหายตา ร้างราไปจากวงการตามกาลเวลา,neg
ยอมแพ้ ไม่รู้ทำยังไง,neg
ทอดทิ้ง,neg
ทุกอย่างไร้ค่า,neg
หวังอะไรลมๆ แล้งๆ,neg
น้ำใต้ศอก,neg
ไม่เห็นอะไร,neg
ไม่รู้หวังอะไร,neg
กลัวว่ามันไม่อนาคต,neg
อันนี้ค่อนข้างแย่อยู่,neg
ทำร้ายร่างกาย,neg
รำคาญ,neg
น่าเสียดาย,neg
ถึงไม่รัก,neg
ทรนเหมือนกันทำไม่,neg
ฉันเสียเธอไป,neg
มันยิ่งทำให้เค้าเจ็บปวด,neg
เจ็บแทบตาย,neg
ความหวังสุดท้ายหายไปละ,neg
โคตรทรน,neg
ท้อหมดแรง,neg
แพ้ให้ความไม่ชัดเจน,neg
ไม่พอ,neg
จนไม่เงินซื้อ,neg
หลอกว่ายังรักไหม,neg
พลาดหลายๆอย่างสำคัญไป,neg
พบการทุจริตคอรัปชั่น,neg
ให้ยากกว่าเดิม,neg
ไม่ความหย,neg
ออกอย่างรุนแรง,neg
ความน่ากลัว,neg
กลิ่นเหม็นจากดาวมรณะ,neg
อาคารบังอาจมองไม่เห็น,neg
กูปากหชอบด่า,neg
หลอกให้รักจากไป,neg
ไม่ใครเห็นค่า,neg
ใส่กเกินไป,neg
เกินพอเกินไป,neg
ร้องไห้งอแงไม่ปลอบ,neg
กำแย่,neg
เจ้าชู้,neg
หน้าแบบเซ็งก,neg
ขัดจังหวะ,neg
ร้องไห้หนักก,neg
หงุดหวิดโว้ย,neg
ข่มขู่บังคับอยู่ยาก,neg
ไม่เต็ม,neg
ไอ้สัส,neg
ปวดหัวหัวระเบิด,neg
ตายห่าไป,neg
บีบคอตาย,neg
เสื่อมพัง,neg
ดวงไม่,neg
กลัวจุดจบแบบนี้ั,neg
เลวร้าย,neg
หลงกไปเสียหาย,neg
ลำพังหนาว,neg
ปัญหา,neg
พูดให้ร้าย,neg
ทำชั่ว,neg
คำตอแหล,neg
ดราม่าเยอะ,neg
โครตกาก,neg
ทำงานบกพร่องจนทำให้เดือดร้อน,neg
เศร้าเสีย,neg
ท้อแท้หมดกำลัง,neg
ง่วงก,neg
ข้อสอบ,neg
อ่อนแอไร้ค่าไร้ความหย,neg
รบกวน,neg
เย็นชาไม่สนใคร,neg
อพยพหนีน้ำ,neg
ความทุกข์ยากลำบาก,neg
ล้อเล่นความรู้สึก,neg
สลดหนุ่มเตกคลองดับซัดเห็นมัวถ่ายรูปไม่ช่วย,neg
เสียชีวิตสลดเจ็บสาหัส,neg
หลอก,neg
น้ำป่าไหลท่วมฉับพลัน,neg
จมน้ำตายต่อหน้า,neg
สลดแม่ยักษ์ทิ้งลูกในไส้บนซากกองขยะ,neg
ขี้กลัวโดนผีหลอก,neg
แย่ลงไปหมด,neg
หมดศรัทธา,neg
ลอบสังหาร,neg
เขย่าขวัญน่ากลัว,neg
ฉันตื่นสายพลาดไปไม่ทันรถ,neg
พลาดไปเสีย,neg
ดราม่าหนัก,neg
เรียกร้องให้แบน,neg
วายร้าย,neg
ยังไม่แห้ง,neg
นินทา,neg
ไม่สบาย,neg
ไม่ใส่,neg
ขี้ลืม,neg
ไม่แข็งพอ,neg
เกลียดหน้ามึงอ่ะ,neg
ของไม่ตรงตามสั่งแม่งเสียความรู้สึกควย,neg
ไม่ใครจดจำ,neg
งานท่วมหัวทำตัวเหมือนว่าง,neg
แปลกหน้าไม่ใครรู้จัก,neg
โดนเทมันทำให้พัง,neg
อย่าให้พูดกวนก,neg
ยาโคตรขมไม่อร่อยรสชาติแย่,neg
ตอบยากจังว่ะตายหรือไง,neg
ผีเหี้ยไรเเม่งกูหมั่นใส้,neg
ประกาศผิด,neg
เดี๋ยวนี้ไม่ภาพเหมือนก่อนเห็นผิดบ่อยก,neg
เจอแบบนี้เสียความรู้สึก,neg
งานระดับนี้ผิดผลาดไง,neg
หมดความขลังของออสการ์,neg
ไม่รางวัลยังไม่อายขนาดนี้,neg
โหด,neg
ลามก,neg
ขยะแขยง,neg
เสือก,neg
อิจฉาสิ,neg
คอยเอาก้อนหินเขวี้ยงหเห่าตามทาง,neg
มันนินทา,neg
ผีห่าหมูหหาเรื่องนินทาอยู่,neg
อยู่เมืองดัดจริตเนี่ยมันอยู่ยากจริงเนอะ,neg
แพ้แล,neg
โดนแทงตาย,neg
ตายในหลุม,neg
เถื่อน,neg
มันขาดความการน้ำต่อเพื่อนมนุษย์,neg
พูดไม่รู้เรื่อง,neg
อดอยากไม่เงิน,neg
สุดท้ายโดนหลอก,neg
เศรษฐกิจตกต่ำตกงาน,neg
หิวข้าว,neg
โกรธ,neg
สยองเกินบรรยาย,neg
ไฟไหม้ป่า,neg
เข้าผิด,neg
ไม่กล้า,neg
ทิ้ง,neg
เสียไปง่าย,neg
อารมณ์เสีย,neg
เลิก,neg
ทำเหี้ยไรผิด,neg
ฉิบหาย,neg
ขอเถียงขาดดิ้น,neg
เห็นร้องไห้,neg
เจ็บคอไอไข้หวัด,neg
เห็นแก่ตัว,neg
อย่าคาดหวัง,neg
หลงทาง,neg
ป่วยไม่สบาย,neg
โดนทิ้ง,neg
ทุบตีไล่ออก,neg
หมดความอดทน,neg
เพ้อเจ้อ,neg
บาป,neg
สังหาร,neg
กลัวเสียมันไป,neg
ถ้ามันเสียไปกู้กลับคือไม่เหมือนเดิม,neg
หมดละมันพังไปหมดละมันไม่เหลืออะไรอีก,neg
คิดมันน้อย,neg
ลาก่อน,neg
ทำตัวไร้ค่า,neg
ทะเลาะ,neg
หลอกลวง,neg
อวดเก่ง,neg
กากเทห์ไม่เรื่อง,neg
อยู่ไม่ว่า,neg
ตามไม่ทัน,neg
ความเสี่ยง,neg
น่าสงสาร,neg
เจนน็อค,neg
ลาออกจากงาน,neg
เหนื่อยและเพลียก,neg
ถีบตกบันได,neg
ขายไม่ออก,neg
อกหักเพราะบอกเลิก,neg
ฉันผิดเอง,neg
นรกของชั่ว,neg
ตกนรกทั้ง,neg
แสบท้อง,neg
แสบแก้วหู,neg
ไม่เพราะ,neg
เสียเวลา,neg
มองโลกแง่ร้าย,neg
ร้ายหลบหนีความผิด,neg
กดขี่เรียกค่าไถ่,neg
กักขังสงสัย,neg
กระชากหน้ากากร้าย,neg
เรื่องกรุ่ม,neg
ยัดเยียดข้อกล่าวหา,neg
หลบหนีเข้าโดยไม่รับอนุญาต,neg
เขับ,neg
โดดตบหน้าเฟีย,neg
หลบหนีภาษี,neg
แพ้พนัน,neg
หมกมุ่นในเรื่องเพศกเกินไป,neg
ก่อมลพิษให้แวดล้อม,neg
ภาวะโลกร้อน,neg
โลกร้อน,neg
ปากทำพูดไม่รู้เรื่องอะไร,neg
เดินลำพังเยว,neg
หยุดเล่น,neg
ตัดไม้ทำลายป่า,neg
บุกรุกป่าไม้,neg
ทำลาย,neg
โลกร้อนเกิดจากการตัดไม้ทำลายป่า,neg
ทำล้มเหลว,neg
ไม่เหะสม,neg
ไม่โปรด,neg
แอบอ้างหลอกลวง,neg
พวกร,neg
ระยำ,neg
ชิบหาย,neg
สาส,neg
ป่าเถื่อน,neg
สอบตก,neg
เบื่อโรคอ้วน,neg
ล้มตกบันได,neg
แทบขาด,neg
รู้ตัวว่าไม่เหมือนใคร,neg
ปิดกั้น,neg
ถูก,neg
ไม่ตอบรับกลับ,neg
หมดอายุ,neg
สงครามความสูญเสีย,neg
เข่าอ่อน,neg
โดนเหยียด,neg
มองโลกในแง่ร้าย,neg
โกรธง่ายฉุนเฉียวบ่อย,neg
อ่อนเพลียง่าย,neg
ว้าวุ่น,neg
คิดไม่ตก,neg
อ้วกไม่สบาย,neg
รู้สึกแย่จัง,neg
ซ้ำรัก,neg
ตกสัมภาษณ์,neg
ไว้อาลัย,neg
พรากจากไป,neg
งี่เง่า,neg
ข่มจุดด้อย,neg
เลอะเทอะ,neg
ย้อนแย้ง,neg
ละเมิดทำร้ายอื่น,neg
เลื่อนหาย,neg
เหยียด,neg
ไม่ระวังจึงเกิดอุบัติเหตุ,neg
เจ็บเกินพอหรือยังเมื่อไรพอซะทีต่างต่างรู้ว่าทำไม่,neg
แทงดำ,neg
มั่วแม่ง,neg
เซ็งเบื่อ,neg
ลีลาน่ารำคาญจริง,neg
ทำงานแสนเข็ญ,neg
เลือดไหล,neg
รับความเสียหาย,neg
เสียวตกบันได,neg
โดนแบน,neg
วิบัติ,neg
อาบัติ,neg
เมื่อยหลายๆ,neg
หล่นหาย,neg
มลทิน,neg
มลพิษ,neg
ยาพิษ,neg
พูดจาหไม่แดก,neg
เห็บห,neg
เพชฌฆาต,neg
ชกมก,neg
อัปมงคล,neg
อัปยศ,neg
ล้อเลียน,neg
ข้อพิพาทยังไม่ยุติ,neg
คอมมิวนิสต์เผด็จการ,neg
หนี้สิน,neg
เหินห่าง,neg
อู้งาน,neg
ปลดระวาง,neg
กระทำชำ,neg
แก่งแย่งชิง,neg
ดำ,neg
เนร,neg
แตกสลาย,neg
ขาดดุล,neg
หลบหน้า,neg
เดือดเนื้อร้อน,neg
โง่ปัญญาอ่อน,neg
อืดช้า,neg
แผลหมดสนุก,neg
ความเหลื่อมล้ำ,neg
จากหรือจากตายสุดท้ายจากไป,neg
เหลือความทรงจำรอลืมเลือน,neg
ไม่รอยยิ้ม,neg
ตอกย้ำความเจ็บปวด,neg
ไม่เมตตาปราณี,neg
สายเกินไป,neg
พลัดพราก,neg
สยองขวัญ,neg
ด่าหีแหก,neg
ดันทุรังดื้อดึง,neg
เวิ้งว้าง,neg
ตัณหา,neg
ลืมตัว,neg
โง่เขลา,neg
สาบสูญ,neg
จรจัด,neg
ขัดผลประโยชน์,neg
สมเพช,neg
ขยะสังคมสัส,neg
ด่าลับหลัง,neg
เสียดสี,neg
มะเร็ง,neg
อคติ,neg
ไม่ทันคิด,neg
แหกตา,neg
ไม่รู้จักโลก,neg
โวยวาย,neg
เฮงซวย,neg
แม่งมั่วซั่วไปหมด,neg
เสียสติด้วยความคลั่ง,neg
อุปสรรค,neg
ขัดสน,neg
ทวงแค้น,neg
กลุ้มอึดอัด,neg
อันตรายถึงตาย,neg
ก้าวร้าว,neg
ยากก,neg
เบลอ,neg
โดนดุ,neg
อุบาท,neg
หายนะ,neg
เวียนหัว,neg
ด้านลบ,neg
ไม่เนียน,neg
ดับอนาถ,neg
เศร้าสลดเสีย,neg
ยกเลิก,neg
ถลอก,neg
เจตนาไม่,neg
ระงับ,neg
สิ้นเปลือง,neg
วังเวงน่าสยดสยอง,neg
เบียดเสียดเยียดยัด,neg
เกะกะ,neg
อาฆาตดร้าย,neg
หมิ่นประท,neg
สาปแช่ง,neg
โจมตี,neg
ผิดเพี้ยน,neg
คงร้องไห้,neg
ไม่เข้า,neg
ระแวง,neg
ย่อยยับ,neg
สกปรก,neg
อัปปรี,neg
เหน็บแนม,neg
คุกคาม,neg
โกรธแคือง,neg
ล้าหลัง,neg
ยุ่งยาก,neg
ริดรอน,neg
กำพร้า,neg
พาล,neg
ขัดแข้งขัดขา,neg
หกล้ม,neg
ย่อท้อ,neg
โรยร่วง,neg
บ่ฮัก,neg
ยาจก,neg
เสแสร้งจอมปลอม,neg
ช็อค,neg
ล่าช้า,neg
เหยียดหยาม,neg
หวั่นไหว,neg
สูญเสีย,neg
แตกแยก,neg
ด่างพร้อย,neg
หยาบคาย,neg
ทรุดโทรม,neg
แตกหัก,neg
กบฏ,neg
ข่มเหง,neg
ชิ,neg
ชิชะ,neg
ชิชิ,neg
แล้ว,neg
ว้า,neg
เสร็จ,neg
เสร็จเลย,neg
หือ,neg
หน็อยแน่,neg
อูย,neg
โอย,neg
โอ๊ย,neg
แฮก,neg
สัสเสีอก,neg
เจ็บแสบ,neg
สัด,neg
หมา,neg
ควาย,neg
แรด,neg
กระทิง,neg
ฟาย,neg
หมาบ้า,neg
มัจจุราช,neg
เควี่ย,neg
เชี่ย,neg
ส้นตีน,neg
ชาติชั่ว,neg
สถุล,neg
สันดาน,neg
ไอ้สัตว์นรก,neg
พ่อมึงตาย,neg
แม่มึงตาย,neg
ใจหมา,neg
ช้างเย็ด,neg
ชาติหมา,neg
อีวาฬ,neg
หน้าส้นตีน,neg
ไอเหี้ย,neg
ไอสัด,neg
ไอ้หมา,neg
ไอ้ควาย,neg
นรกแดกกบาล,neg
เศษนรก,neg
กวนส้นตีน,neg
ล่อกัน,neg
เอากัน,neg
แทงกัน,neg
ยิงกัน,neg
ปี้กัน,neg
ตีกัน,neg
หน้าตัวเมืย,neg
หน้าหี,neg
หน้าควย,neg
ไอ้ขึ้หมา,neg
แมงดา,neg
กระดอ,neg
อีหน้าหี,neg
กระสัน,neg
ไอเหี้ยหน้าหี,neg
อีสัด,neg
อีหมา,neg
อีควาย,neg
อีปลาวาฬ,neg
อีหน้าหมา,neg
สาด,neg
อีฟันหมาบ้า,neg
อีหน้าควาย,neg
กินขี้ปี้เยี่ยว,neg
อีปลาเงือก,neg
ไอ้ส้นตีน,neg
เสือกพะยูน,neg
พ่อมึง,neg
แม่มึง,neg
พ่อง,neg
ควย,neg
หี,neg
เจี๊ยว,neg
เยี่ยว,neg
ขึ้แตก,neg
จรวย,neg
ไอเข้,neg
ขายตัว,neg
ลูกอีกะหรี่,neg
ลูกอีดอกทอง,neg
ลูกอีสาด,neg
ยัดแม่,neg
ฟักยู,neg
อีอับปรี,neg
อีกระหรี่,neg
อีกะหรี,neg
อีชาติชั้ว,neg
อีช้างเย๊ด,neg
อยากเอาหญิง,neg
ทมิฬ,neg
ลูกโสเภณี,neg
